Close price,Exchange Date
"1,007",11-Jan-2002
967,14-Jan-2002
981,15-Jan-2002
"1,000",16-Jan-2002
990,17-Jan-2002
974,18-Jan-2002
971,21-Jan-2002
"1,000",22-Jan-2002
"1,023",23-Jan-2002
"1,005",24-Jan-2002
"1,021",25-Jan-2002
"1,022",28-Jan-2002
"1,021",29-Jan-2002
"1,036",30-Jan-2002
"1,024",31-Jan-2002
"1,024",01-Feb-2002
"1,059",04-Feb-2002
"1,045",05-Feb-2002
"1,062",06-Feb-2002
"1,093",07-Feb-2002
"1,105",08-Feb-2002
"1,115",11-Feb-2002
"1,103",12-Feb-2002
"1,093",13-Feb-2002
"1,095",14-Feb-2002
"1,105",15-Feb-2002
"1,104",18-Feb-2002
"1,085",19-Feb-2002
"1,065",20-Feb-2002
"1,065",21-Feb-2002
"1,084",22-Feb-2002
"1,107",25-Feb-2002
"1,120",26-Feb-2002
"1,110",27-Feb-2002
"1,118",28-Feb-2002
"1,142",01-Mar-2002
"1,140",04-Mar-2002
"1,130",05-Mar-2002
"1,134",06-Mar-2002
"1,159",07-Mar-2002
"1,165",08-Mar-2002
"1,177",11-Mar-2002
"1,194",12-Mar-2002
"1,188",13-Mar-2002
"1,232",14-Mar-2002
"1,229",15-Mar-2002
"1,217",18-Mar-2002
"1,208",19-Mar-2002
"1,190",20-Mar-2002
"1,190",21-Mar-2002
"1,215",22-Mar-2002
"1,184",25-Mar-2002
"1,170",26-Mar-2002
"1,190",27-Mar-2002
"1,191",28-Mar-2002
"1,180",02-Apr-2002
"1,171",03-Apr-2002
"1,186",04-Apr-2002
"1,218",05-Apr-2002
"1,183",08-Apr-2002
"1,168",09-Apr-2002
"1,151",10-Apr-2002
"1,151",11-Apr-2002
"1,175",12-Apr-2002
"1,165",15-Apr-2002
"1,167",16-Apr-2002
"1,190",17-Apr-2002
"1,190",18-Apr-2002
"1,189",19-Apr-2002
"1,195",22-Apr-2002
"1,205",23-Apr-2002
"1,197",24-Apr-2002
"1,194",25-Apr-2002
"1,196",26-Apr-2002
"1,183",29-Apr-2002
"1,196",30-Apr-2002
"1,173",01-May-2002
"1,184",02-May-2002
"1,182",03-May-2002
"1,182",06-May-2002
"1,163",07-May-2002
"1,178",08-May-2002
"1,184",09-May-2002
"1,172",10-May-2002
"1,190",13-May-2002
"1,202",14-May-2002
"1,205",15-May-2002
"1,231",16-May-2002
"1,278",17-May-2002
"1,272",20-May-2002
"1,282",21-May-2002
"1,265",22-May-2002
"1,269",23-May-2002
"1,261",24-May-2002
"1,258",27-May-2002
"1,275",28-May-2002
"1,294",29-May-2002
"1,304",30-May-2002
"1,298",31-May-2002
"1,298",03-Jun-2002
"1,298",04-Jun-2002
"1,286",05-Jun-2002
"1,277",06-Jun-2002
"1,275",07-Jun-2002
"1,224",10-Jun-2002
"1,237",11-Jun-2002
"1,260",12-Jun-2002
"1,257",13-Jun-2002
"1,253",14-Jun-2002
"1,265",17-Jun-2002
"1,264",18-Jun-2002
"1,276",19-Jun-2002
"1,300",20-Jun-2002
"1,316",21-Jun-2002
"1,331",24-Jun-2002
"1,335",25-Jun-2002
"1,339",26-Jun-2002
"1,347",27-Jun-2002
"1,347",28-Jun-2002
"1,355",01-Jul-2002
"1,373",02-Jul-2002
"1,383",03-Jul-2002
"1,400",04-Jul-2002
"1,405",05-Jul-2002
"1,406",08-Jul-2002
"1,430",09-Jul-2002
"1,450",10-Jul-2002
"1,468",11-Jul-2002
"1,407",12-Jul-2002
"1,423",15-Jul-2002
"1,449",16-Jul-2002
"1,370",17-Jul-2002
"1,366",18-Jul-2002
"1,389",19-Jul-2002
"1,399",22-Jul-2002
"1,375",23-Jul-2002
"1,351",24-Jul-2002
"1,400",25-Jul-2002
"1,405",26-Jul-2002
"1,390",29-Jul-2002
"1,380",30-Jul-2002
"1,403",31-Jul-2002
"1,378",01-Aug-2002
"1,309",02-Aug-2002
"1,311",05-Aug-2002
"1,331",06-Aug-2002
"1,355",07-Aug-2002
"1,350",08-Aug-2002
"1,357",09-Aug-2002
"1,358",12-Aug-2002
"1,366",13-Aug-2002
"1,359",14-Aug-2002
"1,376",15-Aug-2002
"1,371",16-Aug-2002
"1,390",19-Aug-2002
"1,399",20-Aug-2002
"1,406",21-Aug-2002
"1,410",22-Aug-2002
"1,400",23-Aug-2002
"1,400",26-Aug-2002
"1,388",27-Aug-2002
"1,389",28-Aug-2002
"1,404",29-Aug-2002
"1,406",30-Aug-2002
"1,401",02-Sep-2002
"1,364",03-Sep-2002
"1,381",04-Sep-2002
"1,388",05-Sep-2002
"1,398",06-Sep-2002
"1,400",09-Sep-2002
"1,389",10-Sep-2002
"1,398",11-Sep-2002
"1,399",12-Sep-2002
"1,385",13-Sep-2002
"1,443",16-Sep-2002
"1,451",17-Sep-2002
"1,455",18-Sep-2002
"1,478",19-Sep-2002
"1,477",20-Sep-2002
"1,480",23-Sep-2002
"1,476",24-Sep-2002
"1,493",25-Sep-2002
"1,499",26-Sep-2002
"1,510",27-Sep-2002
"1,519",30-Sep-2002
"1,515",01-Oct-2002
"1,518",02-Oct-2002
"1,524",03-Oct-2002
"1,530",04-Oct-2002
"1,540",07-Oct-2002
"1,555",08-Oct-2002
"1,582",09-Oct-2002
"1,605",10-Oct-2002
"1,593",11-Oct-2002
"1,613",14-Oct-2002
"1,586",15-Oct-2002
"1,454",16-Oct-2002
"1,454",17-Oct-2002
"1,350",18-Oct-2002
"1,348",21-Oct-2002
"1,399",22-Oct-2002
"1,424",23-Oct-2002
"1,422",24-Oct-2002
"1,409",25-Oct-2002
"1,363",28-Oct-2002
"1,304",29-Oct-2002
"1,309",30-Oct-2002
"1,298",31-Oct-2002
"1,270",01-Nov-2002
"1,213",04-Nov-2002
"1,206",05-Nov-2002
"1,259",06-Nov-2002
"1,247",07-Nov-2002
"1,219",08-Nov-2002
"1,192",11-Nov-2002
"1,149",12-Nov-2002
"1,135",13-Nov-2002
"1,136",14-Nov-2002
"1,141",15-Nov-2002
"1,153",18-Nov-2002
"1,143",19-Nov-2002
"1,141",20-Nov-2002
"1,139",21-Nov-2002
"1,131",22-Nov-2002
"1,120",25-Nov-2002
"1,111",26-Nov-2002
"1,140",27-Nov-2002
"1,149",28-Nov-2002
"1,173",29-Nov-2002
"1,160",02-Dec-2002
"1,191",03-Dec-2002
"1,193",04-Dec-2002
"1,214",05-Dec-2002
"1,241",06-Dec-2002
"1,312",09-Dec-2002
"1,340",10-Dec-2002
"1,305",11-Dec-2002
"1,307",12-Dec-2002
"1,340",13-Dec-2002
"1,328",16-Dec-2002
"1,341",17-Dec-2002
"1,340",18-Dec-2002
"1,340",19-Dec-2002
"1,334",20-Dec-2002
"1,327",23-Dec-2002
"1,318",24-Dec-2002
"1,295",27-Dec-2002
"1,285",30-Dec-2002
"1,287",31-Dec-2002
"1,349",02-Jan-2003
"1,375",03-Jan-2003
"1,392",06-Jan-2003
"1,390",07-Jan-2003
"1,338",08-Jan-2003
"1,365",09-Jan-2003
"1,358",10-Jan-2003
"1,322",13-Jan-2003
"1,314",14-Jan-2003
"1,321",15-Jan-2003
"1,357",16-Jan-2003
"1,351",17-Jan-2003
"1,351",20-Jan-2003
"1,356",21-Jan-2003
"1,354",22-Jan-2003
"1,380",23-Jan-2003
"1,350",24-Jan-2003
"1,376",27-Jan-2003
"1,419",28-Jan-2003
"1,438",29-Jan-2003
"1,454",30-Jan-2003
"1,473",31-Jan-2003
"1,458",03-Feb-2003
"1,468",04-Feb-2003
"1,458",05-Feb-2003
"1,419",06-Feb-2003
"1,470",07-Feb-2003
"1,454",10-Feb-2003
"1,438",11-Feb-2003
"1,457",12-Feb-2003
"1,454",13-Feb-2003
"1,486",14-Feb-2003
"1,476",17-Feb-2003
"1,464",18-Feb-2003
"1,471",19-Feb-2003
"1,368",20-Feb-2003
"1,364",21-Feb-2003
"1,380",24-Feb-2003
"1,298",25-Feb-2003
"1,330",26-Feb-2003
"1,340",27-Feb-2003
"1,338",28-Feb-2003
"1,284",03-Mar-2003
"1,303",04-Mar-2003
"1,304",05-Mar-2003
"1,292",06-Mar-2003
"1,315",07-Mar-2003
"1,307",10-Mar-2003
"1,292",11-Mar-2003
"1,295",12-Mar-2003
"1,284",13-Mar-2003
"1,266",14-Mar-2003
"1,304",17-Mar-2003
"1,354",18-Mar-2003
"1,325",19-Mar-2003
"1,323",20-Mar-2003
"1,305",21-Mar-2003
"1,273",24-Mar-2003
"1,267",25-Mar-2003
"1,243",26-Mar-2003
"1,248",27-Mar-2003
"1,239",28-Mar-2003
"1,256",31-Mar-2003
"1,250",01-Apr-2003
"1,270",02-Apr-2003
"1,253",03-Apr-2003
"1,255",04-Apr-2003
"1,274",07-Apr-2003
"1,296",08-Apr-2003
"1,289",09-Apr-2003
"1,250",10-Apr-2003
"1,215",11-Apr-2003
"1,212",14-Apr-2003
"1,203",15-Apr-2003
"1,207",16-Apr-2003
"1,210",17-Apr-2003
"1,255",22-Apr-2003
"1,208",23-Apr-2003
"1,220",24-Apr-2003
"1,236",25-Apr-2003
"1,227",28-Apr-2003
"1,240",29-Apr-2003
"1,236",30-Apr-2003
"1,232",01-May-2003
"1,219",02-May-2003
"1,219",05-May-2003
"1,188",06-May-2003
"1,168",07-May-2003
"1,162",08-May-2003
"1,161",09-May-2003
"1,148",12-May-2003
"1,107",13-May-2003
"1,096",14-May-2003
"1,100",15-May-2003
"1,116",16-May-2003
"1,073",19-May-2003
"1,036",20-May-2003
"1,031",21-May-2003
"1,068",22-May-2003
"1,072",23-May-2003
"1,072",26-May-2003
"1,005",27-May-2003
"1,015",28-May-2003
970,29-May-2003
974,30-May-2003
"1,008",02-Jun-2003
987,03-Jun-2003
987,04-Jun-2003
958,05-Jun-2003
954,06-Jun-2003
957,09-Jun-2003
947,10-Jun-2003
953,11-Jun-2003
953,12-Jun-2003
933,13-Jun-2003
933,16-Jun-2003
965,17-Jun-2003
962,18-Jun-2003
920,19-Jun-2003
973,20-Jun-2003
963,23-Jun-2003
959,24-Jun-2003
967,25-Jun-2003
974,26-Jun-2003
"1,000",27-Jun-2003
"1,020",30-Jun-2003
"1,007",01-Jul-2003
"1,012",02-Jul-2003
"1,008",03-Jul-2003
"1,020",04-Jul-2003
"1,030",07-Jul-2003
"1,022",08-Jul-2003
996,09-Jul-2003
967,10-Jul-2003
967,11-Jul-2003
950,14-Jul-2003
949,15-Jul-2003
953,16-Jul-2003
"1,006",17-Jul-2003
957,18-Jul-2003
949,21-Jul-2003
926,22-Jul-2003
938,23-Jul-2003
939,24-Jul-2003
947,25-Jul-2003
922,28-Jul-2003
942,29-Jul-2003
944,30-Jul-2003
938,31-Jul-2003
932,01-Aug-2003
935,04-Aug-2003
927,05-Aug-2003
921,06-Aug-2003
928,07-Aug-2003
934,08-Aug-2003
945,11-Aug-2003
934,12-Aug-2003
943,13-Aug-2003
940,14-Aug-2003
943,15-Aug-2003
960,18-Aug-2003
955,19-Aug-2003
974,20-Aug-2003
"1,011",21-Aug-2003
"1,037",22-Aug-2003
"1,037",25-Aug-2003
"1,098",26-Aug-2003
"1,082",27-Aug-2003
"1,130",28-Aug-2003
"1,132",29-Aug-2003
"1,115",01-Sep-2003
"1,102",02-Sep-2003
"1,063",03-Sep-2003
"1,083",04-Sep-2003
"1,073",05-Sep-2003
"1,074",08-Sep-2003
"1,053",09-Sep-2003
"1,032",10-Sep-2003
972,11-Sep-2003
964,12-Sep-2003
963,15-Sep-2003
969,16-Sep-2003
984,17-Sep-2003
957,18-Sep-2003
967,19-Sep-2003
955,22-Sep-2003
"1,001",23-Sep-2003
"1,017",24-Sep-2003
"1,022",25-Sep-2003
988,26-Sep-2003
992,29-Sep-2003
"1,013",30-Sep-2003
969,01-Oct-2003
957,02-Oct-2003
963,03-Oct-2003
958,06-Oct-2003
964,07-Oct-2003
912,08-Oct-2003
922,09-Oct-2003
916,10-Oct-2003
925,13-Oct-2003
896,14-Oct-2003
905,15-Oct-2003
891,16-Oct-2003
850,17-Oct-2003
856,20-Oct-2003
864,21-Oct-2003
844,22-Oct-2003
849,23-Oct-2003
859,24-Oct-2003
851,27-Oct-2003
844,28-Oct-2003
852,29-Oct-2003
847,30-Oct-2003
850,31-Oct-2003
851,03-Nov-2003
861,04-Nov-2003
873,05-Nov-2003
877,06-Nov-2003
898,07-Nov-2003
870,10-Nov-2003
888,11-Nov-2003
911,12-Nov-2003
925,13-Nov-2003
940,14-Nov-2003
921,17-Nov-2003
907,18-Nov-2003
921,19-Nov-2003
912,20-Nov-2003
878,21-Nov-2003
879,24-Nov-2003
853,25-Nov-2003
855,26-Nov-2003
857,27-Nov-2003
868,28-Nov-2003
899,01-Dec-2003
890,02-Dec-2003
910,03-Dec-2003
931,04-Dec-2003
920,05-Dec-2003
926,08-Dec-2003
984,09-Dec-2003
962,10-Dec-2003
944,11-Dec-2003
950,12-Dec-2003
962,15-Dec-2003
925,16-Dec-2003
934,17-Dec-2003
934,18-Dec-2003
924,19-Dec-2003
914,22-Dec-2003
906,23-Dec-2003
908,24-Dec-2003
900,29-Dec-2003
891,30-Dec-2003
893,31-Dec-2003
859,02-Jan-2004
851,05-Jan-2004
885,06-Jan-2004
933,07-Jan-2004
918,08-Jan-2004
943,09-Jan-2004
938,12-Jan-2004
922,13-Jan-2004
906,14-Jan-2004
907,15-Jan-2004
925,16-Jan-2004
947,19-Jan-2004
922,20-Jan-2004
942,21-Jan-2004
961,22-Jan-2004
930,23-Jan-2004
934,26-Jan-2004
923,27-Jan-2004
879,28-Jan-2004
907,29-Jan-2004
905,30-Jan-2004
899,02-Feb-2004
945,03-Feb-2004
931,04-Feb-2004
940,05-Feb-2004
898,06-Feb-2004
888,09-Feb-2004
888,10-Feb-2004
881,11-Feb-2004
883,12-Feb-2004
880,13-Feb-2004
872,16-Feb-2004
875,17-Feb-2004
860,18-Feb-2004
844,19-Feb-2004
831,20-Feb-2004
831,23-Feb-2004
841,24-Feb-2004
862,25-Feb-2004
914,26-Feb-2004
903,27-Feb-2004
881,01-Mar-2004
875,02-Mar-2004
856,03-Mar-2004
847,04-Mar-2004
829,05-Mar-2004
828,08-Mar-2004
823,09-Mar-2004
812,10-Mar-2004
825,11-Mar-2004
822,12-Mar-2004
834,15-Mar-2004
826,16-Mar-2004
830,17-Mar-2004
841,18-Mar-2004
840,19-Mar-2004
851,22-Mar-2004
844,23-Mar-2004
855,24-Mar-2004
849,25-Mar-2004
865,26-Mar-2004
859,29-Mar-2004
867,30-Mar-2004
880,31-Mar-2004
867,01-Apr-2004
811,02-Apr-2004
832,05-Apr-2004
819,06-Apr-2004
811,07-Apr-2004
812,08-Apr-2004
798,13-Apr-2004
814,14-Apr-2004
805,15-Apr-2004
791,16-Apr-2004
797,19-Apr-2004
781,20-Apr-2004
788,21-Apr-2004
789,22-Apr-2004
805,23-Apr-2004
815,26-Apr-2004
804,27-Apr-2004
824,28-Apr-2004
831,29-Apr-2004
833,30-Apr-2004
807,04-May-2004
790,05-May-2004
788,06-May-2004
789,07-May-2004
786,10-May-2004
787,11-May-2004
781,12-May-2004
775,13-May-2004
794,14-May-2004
786,17-May-2004
790,18-May-2004
790,19-May-2004
835,20-May-2004
810,21-May-2004
802,24-May-2004
812,25-May-2004
810,26-May-2004
822,27-May-2004
844,28-May-2004
809,01-Jun-2004
775,02-Jun-2004
774,03-Jun-2004
770,04-Jun-2004
769,07-Jun-2004
782,08-Jun-2004
785,09-Jun-2004
776,10-Jun-2004
773,11-Jun-2004
773,14-Jun-2004
776,15-Jun-2004
781,16-Jun-2004
773,17-Jun-2004
764,18-Jun-2004
768,21-Jun-2004
764,22-Jun-2004
766,23-Jun-2004
764,24-Jun-2004
773,25-Jun-2004
781,28-Jun-2004
789,29-Jun-2004
761,30-Jun-2004
758,01-Jul-2004
746,02-Jul-2004
747,05-Jul-2004
758,06-Jul-2004
788,07-Jul-2004
782,08-Jul-2004
785,09-Jul-2004
790,12-Jul-2004
792,13-Jul-2004
817,14-Jul-2004
819,15-Jul-2004
863,16-Jul-2004
879,19-Jul-2004
871,20-Jul-2004
914,21-Jul-2004
920,22-Jul-2004
919,23-Jul-2004
907,26-Jul-2004
913,27-Jul-2004
947,28-Jul-2004
954,29-Jul-2004
937,30-Jul-2004
964,02-Aug-2004
985,03-Aug-2004
985,04-Aug-2004
970,05-Aug-2004
911,06-Aug-2004
916,09-Aug-2004
938,10-Aug-2004
907,11-Aug-2004
924,12-Aug-2004
916,13-Aug-2004
890,16-Aug-2004
903,17-Aug-2004
917,18-Aug-2004
962,19-Aug-2004
970,20-Aug-2004
979,23-Aug-2004
968,24-Aug-2004
946,25-Aug-2004
971,26-Aug-2004
975,27-Aug-2004
959,31-Aug-2004
911,01-Sep-2004
904,02-Sep-2004
901,03-Sep-2004
896,06-Sep-2004
850,07-Sep-2004
849,08-Sep-2004
844,09-Sep-2004
831,10-Sep-2004
830,13-Sep-2004
835,14-Sep-2004
842,15-Sep-2004
851,16-Sep-2004
854,17-Sep-2004
865,20-Sep-2004
865,21-Sep-2004
882,22-Sep-2004
876,23-Sep-2004
832,24-Sep-2004
831,27-Sep-2004
827,28-Sep-2004
834,29-Sep-2004
835,30-Sep-2004
835,01-Oct-2004
828,04-Oct-2004
823,05-Oct-2004
816,06-Oct-2004
810,07-Oct-2004
824,08-Oct-2004
849,11-Oct-2004
839,12-Oct-2004
828,13-Oct-2004
840,14-Oct-2004
832,15-Oct-2004
838,18-Oct-2004
830,19-Oct-2004
814,20-Oct-2004
814,21-Oct-2004
820,22-Oct-2004
818,25-Oct-2004
823,26-Oct-2004
835,27-Oct-2004
844,28-Oct-2004
833,29-Oct-2004
832,01-Nov-2004
830,02-Nov-2004
834,03-Nov-2004
889,04-Nov-2004
913,05-Nov-2004
993,08-Nov-2004
988,09-Nov-2004
939,10-Nov-2004
956,11-Nov-2004
935,12-Nov-2004
957,15-Nov-2004
928,16-Nov-2004
877,17-Nov-2004
889,18-Nov-2004
872,19-Nov-2004
857,22-Nov-2004
870,23-Nov-2004
873,24-Nov-2004
873,25-Nov-2004
864,26-Nov-2004
869,29-Nov-2004
880,30-Nov-2004
873,01-Dec-2004
877,02-Dec-2004
898,03-Dec-2004
892,06-Dec-2004
880,07-Dec-2004
867,08-Dec-2004
866,09-Dec-2004
860,10-Dec-2004
853,13-Dec-2004
848,14-Dec-2004
883,15-Dec-2004
881,16-Dec-2004
858,17-Dec-2004
846,20-Dec-2004
845,21-Dec-2004
857,22-Dec-2004
839,23-Dec-2004
850,24-Dec-2004
850,27-Dec-2004
850,28-Dec-2004
838,29-Dec-2004
841,30-Dec-2004
844,31-Dec-2004
844,03-Jan-2005
849,04-Jan-2005
847,05-Jan-2005
846,06-Jan-2005
828,07-Jan-2005
818,10-Jan-2005
818,11-Jan-2005
817,12-Jan-2005
831,13-Jan-2005
827,14-Jan-2005
828,17-Jan-2005
826,18-Jan-2005
826,19-Jan-2005
829,20-Jan-2005
823,21-Jan-2005
839,24-Jan-2005
843,25-Jan-2005
855,26-Jan-2005
864,27-Jan-2005
853,28-Jan-2005
834,31-Jan-2005
855,01-Feb-2005
872,02-Feb-2005
865,03-Feb-2005
853,04-Feb-2005
883,07-Feb-2005
881,08-Feb-2005
843,09-Feb-2005
853,10-Feb-2005
858,11-Feb-2005
850,14-Feb-2005
862,15-Feb-2005
859,16-Feb-2005
866,17-Feb-2005
866,18-Feb-2005
856,21-Feb-2005
853,22-Feb-2005
865,23-Feb-2005
882,24-Feb-2005
874,25-Feb-2005
906,28-Feb-2005
916,01-Mar-2005
904,02-Mar-2005
910,03-Mar-2005
920,04-Mar-2005
932,07-Mar-2005
926,08-Mar-2005
915,09-Mar-2005
925,10-Mar-2005
951,11-Mar-2005
942,14-Mar-2005
954,15-Mar-2005
969,16-Mar-2005
971,17-Mar-2005
986,18-Mar-2005
936,21-Mar-2005
936,22-Mar-2005
877,23-Mar-2005
873,24-Mar-2005
865,29-Mar-2005
857,30-Mar-2005
877,31-Mar-2005
870,01-Apr-2005
877,04-Apr-2005
850,05-Apr-2005
851,06-Apr-2005
848,07-Apr-2005
853,08-Apr-2005
834,11-Apr-2005
850,12-Apr-2005
842,13-Apr-2005
828,14-Apr-2005
821,15-Apr-2005
815,18-Apr-2005
818,19-Apr-2005
819,20-Apr-2005
812,21-Apr-2005
794,22-Apr-2005
790,25-Apr-2005
790,26-Apr-2005
802,27-Apr-2005
795,28-Apr-2005
791,29-Apr-2005
791,02-May-2005
795,03-May-2005
795,04-May-2005
784,05-May-2005
791,06-May-2005
795,09-May-2005
800,10-May-2005
799,11-May-2005
795,12-May-2005
790,13-May-2005
822,16-May-2005
816,17-May-2005
824,18-May-2005
818,19-May-2005
818,20-May-2005
832,23-May-2005
818,24-May-2005
818,25-May-2005
813,26-May-2005
810,27-May-2005
820,31-May-2005
806,01-Jun-2005
819,02-Jun-2005
824,03-Jun-2005
819,06-Jun-2005
822,07-Jun-2005
814,08-Jun-2005
818,09-Jun-2005
815,10-Jun-2005
816,13-Jun-2005
856,14-Jun-2005
882,15-Jun-2005
878,16-Jun-2005
874,17-Jun-2005
868,20-Jun-2005
872,21-Jun-2005
888,22-Jun-2005
894,23-Jun-2005
866,24-Jun-2005
872,27-Jun-2005
854,28-Jun-2005
855,29-Jun-2005
846,30-Jun-2005
847,01-Jul-2005
848,04-Jul-2005
843,05-Jul-2005
830,06-Jul-2005
827,07-Jul-2005
834,08-Jul-2005
826,11-Jul-2005
830,12-Jul-2005
830,13-Jul-2005
825,14-Jul-2005
852,15-Jul-2005
868,18-Jul-2005
865,19-Jul-2005
856,20-Jul-2005
846,21-Jul-2005
846,22-Jul-2005
851,25-Jul-2005
862,26-Jul-2005
877,27-Jul-2005
870,28-Jul-2005
884,29-Jul-2005
881,01-Aug-2005
886,02-Aug-2005
876,03-Aug-2005
870,04-Aug-2005
859,05-Aug-2005
838,08-Aug-2005
827,09-Aug-2005
821,10-Aug-2005
792,11-Aug-2005
782,12-Aug-2005
785,15-Aug-2005
789,16-Aug-2005
782,17-Aug-2005
807,18-Aug-2005
807,19-Aug-2005
806,22-Aug-2005
812,23-Aug-2005
817,24-Aug-2005
812,25-Aug-2005
821,26-Aug-2005
820,30-Aug-2005
818,31-Aug-2005
850,01-Sep-2005
874,02-Sep-2005
860,05-Sep-2005
875,06-Sep-2005
901,07-Sep-2005
913,08-Sep-2005
899,09-Sep-2005
885,12-Sep-2005
874,13-Sep-2005
835,14-Sep-2005
800,15-Sep-2005
811,16-Sep-2005
802,19-Sep-2005
805,20-Sep-2005
789,21-Sep-2005
793,22-Sep-2005
804,23-Sep-2005
798,26-Sep-2005
807,27-Sep-2005
823,28-Sep-2005
866,29-Sep-2005
848,30-Sep-2005
840,03-Oct-2005
830,04-Oct-2005
831,05-Oct-2005
831,06-Oct-2005
820,07-Oct-2005
818,10-Oct-2005
818,11-Oct-2005
809,12-Oct-2005
826,13-Oct-2005
844,14-Oct-2005
821,17-Oct-2005
834,18-Oct-2005
837,19-Oct-2005
818,20-Oct-2005
821,21-Oct-2005
843,24-Oct-2005
834,25-Oct-2005
843,26-Oct-2005
837,27-Oct-2005
825,28-Oct-2005
808,31-Oct-2005
819,01-Nov-2005
814,02-Nov-2005
815,03-Nov-2005
810,04-Nov-2005
798,07-Nov-2005
803,08-Nov-2005
806,09-Nov-2005
809,10-Nov-2005
792,11-Nov-2005
793,14-Nov-2005
794,15-Nov-2005
808,16-Nov-2005
807,17-Nov-2005
842,18-Nov-2005
844,21-Nov-2005
858,22-Nov-2005
841,23-Nov-2005
840,24-Nov-2005
845,25-Nov-2005
845,28-Nov-2005
839,29-Nov-2005
835,30-Nov-2005
863,01-Dec-2005
861,02-Dec-2005
835,05-Dec-2005
831,06-Dec-2005
842,07-Dec-2005
838,08-Dec-2005
829,09-Dec-2005
837,12-Dec-2005
843,13-Dec-2005
861,14-Dec-2005
868,15-Dec-2005
861,16-Dec-2005
852,19-Dec-2005
865,20-Dec-2005
875,21-Dec-2005
893,22-Dec-2005
890,23-Dec-2005
890,27-Dec-2005
895,28-Dec-2005
911,29-Dec-2005
911,30-Dec-2005
927,03-Jan-2006
913,04-Jan-2006
903,05-Jan-2006
917,06-Jan-2006
894,09-Jan-2006
899,10-Jan-2006
904,11-Jan-2006
909,12-Jan-2006
900,13-Jan-2006
923,16-Jan-2006
931,17-Jan-2006
944,18-Jan-2006
920,19-Jan-2006
912,20-Jan-2006
896,23-Jan-2006
854,24-Jan-2006
865,25-Jan-2006
875,26-Jan-2006
864,27-Jan-2006
875,30-Jan-2006
877,31-Jan-2006
869,01-Feb-2006
859,02-Feb-2006
882,03-Feb-2006
889,06-Feb-2006
918,07-Feb-2006
914,08-Feb-2006
917,09-Feb-2006
915,10-Feb-2006
891,13-Feb-2006
893,14-Feb-2006
887,15-Feb-2006
885,16-Feb-2006
885,17-Feb-2006
875,20-Feb-2006
856,21-Feb-2006
873,22-Feb-2006
859,23-Feb-2006
863,24-Feb-2006
852,27-Feb-2006
862,28-Feb-2006
852,01-Mar-2006
848,02-Mar-2006
859,03-Mar-2006
858,06-Mar-2006
865,07-Mar-2006
893,08-Mar-2006
886,09-Mar-2006
880,10-Mar-2006
859,13-Mar-2006
855,14-Mar-2006
884,15-Mar-2006
898,16-Mar-2006
913,17-Mar-2006
905,20-Mar-2006
914,21-Mar-2006
915,22-Mar-2006
907,23-Mar-2006
906,24-Mar-2006
908,27-Mar-2006
892,28-Mar-2006
908,29-Mar-2006
919,30-Mar-2006
914,31-Mar-2006
925,03-Apr-2006
906,04-Apr-2006
917,05-Apr-2006
910,06-Apr-2006
914,07-Apr-2006
884,10-Apr-2006
899,11-Apr-2006
888,12-Apr-2006
878,13-Apr-2006
870,18-Apr-2006
875,19-Apr-2006
887,20-Apr-2006
872,21-Apr-2006
890,24-Apr-2006
908,25-Apr-2006
905,26-Apr-2006
882,27-Apr-2006
887,28-Apr-2006
873,02-May-2006
874,03-May-2006
867,04-May-2006
872,05-May-2006
870,08-May-2006
867,09-May-2006
857,10-May-2006
854,11-May-2006
851,12-May-2006
847,15-May-2006
867,16-May-2006
861,17-May-2006
863,18-May-2006
865,19-May-2006
854,22-May-2006
846,23-May-2006
846,24-May-2006
840,25-May-2006
845,26-May-2006
835,30-May-2006
846,31-May-2006
851,01-Jun-2006
841,02-Jun-2006
849,05-Jun-2006
853,06-Jun-2006
866,07-Jun-2006
862,08-Jun-2006
875,09-Jun-2006
881,12-Jun-2006
884,13-Jun-2006
902,14-Jun-2006
923,15-Jun-2006
930,16-Jun-2006
945,19-Jun-2006
949,20-Jun-2006
961,21-Jun-2006
970,22-Jun-2006
968,23-Jun-2006
978,26-Jun-2006
959,27-Jun-2006
969,28-Jun-2006
986,29-Jun-2006
"1,001",30-Jun-2006
"1,029",03-Jul-2006
"1,027",04-Jul-2006
"1,041",05-Jul-2006
"1,035",06-Jul-2006
"1,041",07-Jul-2006
"1,065",10-Jul-2006
"1,079",11-Jul-2006
"1,094",12-Jul-2006
"1,097",13-Jul-2006
"1,076",14-Jul-2006
907,17-Jul-2006
864,18-Jul-2006
868,19-Jul-2006
874,20-Jul-2006
862,21-Jul-2006
859,24-Jul-2006
862,25-Jul-2006
856,26-Jul-2006
856,27-Jul-2006
855,28-Jul-2006
850,31-Jul-2006
844,01-Aug-2006
842,02-Aug-2006
852,03-Aug-2006
841,04-Aug-2006
845,07-Aug-2006
852,08-Aug-2006
863,09-Aug-2006
875,10-Aug-2006
866,11-Aug-2006
850,14-Aug-2006
849,15-Aug-2006
852,16-Aug-2006
850,17-Aug-2006
848,18-Aug-2006
835,21-Aug-2006
826,22-Aug-2006
829,23-Aug-2006
828,24-Aug-2006
822,25-Aug-2006
799,29-Aug-2006
797,30-Aug-2006
806,31-Aug-2006
817,01-Sep-2006
